"LIDNUM","ORDER","FAMILY","GENUS","SPECIES","SUBORDERORSUPERFAMILY","SUBFAMILY","MAX_AGE","MIN_AGE","LAT","LONG","COUNTRY","STATE","COUNTY","LOC_SYNONYMS","BODYMASS","DIET_1","DIET_2","DIET_3","LOCOMO1","LOCOMO2","LOCOMO3"
22919,"Artiodactyla","Bovidae","Protragelaphus","skouzesi","\N","\N",7.6,7.1,37.25,28.25,"Turkey","\N","\N","Mugla","65000","p","herbivore","graze","te","surficial","\N"
22919,"Artiodactyla","Bovidae","Palaeoryx","pallasi","\N","\N",7.6,7.1,37.25,28.25,"Turkey","\N","\N","Mugla","226028","p","herbivore","browse","te","surficial","\N"
22919,"Artiodactyla","Bovidae","Gazella","indet.","\N","\N",7.6,7.1,37.25,28.25,"Turkey","\N","\N","Mugla","\N","p","herbivore","graze","te","surficial","\N"
22919,"Perissodactyla","Chalicotheriidae","Ancylotherium","pentelicum","\N","Schizotheriinae",7.6,7.1,37.25,28.25,"Turkey","\N","\N","Mugla","2632923","p","herbivore","browse","te","surficial","gen_quad"
22919,"Artiodactyla","Bovidae","Sinotragus","occidentalis","\N","\N",7.6,7.1,37.25,28.25,"Turkey","\N","\N","Mugla","\N","p","herbivore","\N","te","\N","\N"
22919,"Perissodactyla","Rhinocerotidae","Pliodiceros","neumayri","\N","\N",7.6,7.1,37.25,28.25,"Turkey","\N","\N","Mugla","1832296","p","herbivore","graze","te","surficial","gen_quad"
22919,"Artiodactyla","Giraffidae","indet.","indet.","\N","\N",7.6,7.1,37.25,28.25,"Turkey","\N","\N","Mugla","\N","p","herbivore","\N","te","\N","\N"
22919,"Artiodactyla","Suidae","Hippopotamodon","erymanthius","\N","Suinae",7.6,7.1,37.25,28.25,"Turkey","\N","\N","Mugla","270000","o","omnivore","plant_dom","te","surficial","gen_quad"
23274,"Perissodactyla","Rhinocerotidae","Chilotherium","habereri","\N","\N",11.2,7.6,38.404,30.323,"Turkey","\N","\N","Afyon Sandikli-Akin: Sandikli-Akin","987057","p","herbivore","br/gr","te","surficial","gen_quad"
23274,"Artiodactyla","Bovidae","Gazella","indet.","\N","\N",11.2,7.6,38.404,30.323,"Turkey","\N","\N","Afyon Sandikli-Akin: Sandikli-Akin","\N","p","herbivore","graze","te","surficial","\N"
23274,"Proboscidea","Gomphotheriidae","Choerolophodon","pentelici","\N","\N",11.2,7.6,38.404,30.323,"Turkey","\N","\N","Afyon Sandikli-Akin: Sandikli-Akin","2974174","p","herbivore","br/gr","te","surficial","graviportal"
23274,"Artiodactyla","Giraffidae","Palaeotragus","indet.","\N","\N",11.2,7.6,38.404,30.323,"Turkey","\N","\N","Afyon Sandikli-Akin: Sandikli-Akin","\N","p","herbivore","browse","te","surficial","\N"
23274,"Carnivora","Hyaenidae","Ictitherium","robustum","\N","\N",11.2,7.6,38.404,30.323,"Turkey","\N","\N","Afyon Sandikli-Akin: Sandikli-Akin","11000","a","carnivore","meat","te","surficial","gen_quad"
23274,"Perissodactyla","Equidae","Hipparion","indet.","\N","\N",11.2,7.6,38.404,30.323,"Turkey","\N","\N","Afyon Sandikli-Akin: Sandikli-Akin","\N","p","herbivore","graze","te","surficial","hyper_curs"
23274,"Perissodactyla","Rhinocerotidae","Pliodiceros","neumayri","\N","\N",11.2,7.6,38.404,30.323,"Turkey","\N","\N","Afyon Sandikli-Akin: Sandikli-Akin","1832296","p","herbivore","graze","te","surficial","gen_quad"
23659,"Carnivora","Hyaenidae","Ictitherium","viverrinum","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","18000","a","carnivore","meat","te","surficial","gen_quad"
23659,"Carnivora","Hyaenidae","Adcrocuta","eximia","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","106892","a","carnivore","m/bone","te","surficial","gen_quad"
23659,"Perissodactyla","Rhinocerotidae","Dihoplus","pikermiensis","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","1479002","p","herbivore","browse","te","surficial","gen_quad"
23659,"Perissodactyla","Equidae","Hipparion","dietrichi","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","166177","p","herbivore","graze","te","surficial","cursorial"
23659,"Perissodactyla","Equidae","Cremohipparion","moldavicum","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","192117","p","herbivore","br/gr","te","surficial","cursorial"
23659,"Perissodactyla","Equidae","Plesiohipparion","longipes","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","215000","p","herbivore","graze","te","surficial","cursorial"
23659,"Artiodactyla","Bovidae","Tragoportax","amalthea","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","150294","p","herbivore","br/gr","te","surficial","\N"
23659,"Artiodactyla","Bovidae","Gazella","capricornis","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","22000","p","herbivore","br/gr","te","surficial","\N"
23659,"Artiodactyla","Bovidae","Prostrepsiceros","rotundicornis","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","35000","p","herbivore","browse","te","surficial","\N"
23659,"Perissodactyla","Rhinocerotidae","Chilotherium","indet.","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","\N","p","herbivore","\N","te","surficial","gen_quad"
23659,"Perissodactyla","Chalicotheriidae","Ancylotherium","pentelicum","\N","Schizotheriinae",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","2632923","p","herbivore","browse","te","surficial","gen_quad"
23659,"Proboscidea","Gomphotheriidae","Choerolophodon","pentelici","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","2974174","p","herbivore","br/gr","te","surficial","graviportal"
23659,"Artiodactyla","Giraffidae","Helladotherium","indet.","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","800000","p","herbivore","\N","te","surficial","\N"
23659,"Carnivora","Felidae","indet.","indet.","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","\N","a","carnivore","meat_only","te","surficial","sub_curs"
23659,"Artiodactyla","Bovidae","Gazella","pilgrimi","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","18984","p","herbivore","\N","te","surficial","\N"
23659,"Proboscidea","Gomphotheriidae","Tetralophodon","atticus","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","2829241","p","herbivore","\N","te","surficial","\N"
23659,"Artiodactyla","Bovidae","Palaeoryx","majori","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","161176","p","herbivore","\N","te","\N","\N"
23659,"Carnivora","Hyaenidae","Thalassictis","spelaea","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","\N","\N","\N","\N","te","\N","\N"
23659,"Carnivora","Hyaenidae","Thalassictis","indet.","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","\N","\N","\N","\N","te","\N","\N"
23659,"Carnivora","Mephitidae","Promephitis","hootoni","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","1867","a","invert","\N","\N","\N","\N"
23659,"Artiodactyla","Suidae","Hippopotamodon","major","\N","Suinae",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","330000","o","omnivore","plant_dom","te","surficial","gen_quad"
23659,"Perissodactyla","Rhinocerotidae","Pliodiceros","neumayri","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","1832296","p","herbivore","graze","te","surficial","gen_quad"
23659,"Perissodactyla","Equidae","Hippotherium","brachypus","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","265232","p","herbivore","\N","te","\N","\N"
23659,"Perissodactyla","Rhinocerotidae","Acerorhinus","indet.","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","\N","p","herbivore","\N","\N","\N","\N"
23659,"Artiodactyla","Giraffidae","Palaeotragus","rouenii","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","379430","p","herbivore","br/gr","te","surficial","\N"
23659,"Artiodactyla","Bovidae","Miotragocerus","valenciennesi","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","79572","p","herbivore","browse","te","surficial","cursorial"
23659,"Carnivora","Hyaenidae","Hyaenictitherium","wongii","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","41125","a","carnivore","meat","te","surficial","gen_quad"
23659,"Artiodactyla","Bovidae","Protoryx","crassicornis","\N","\N",7.6,7.1,38.491,33.647,"Turkey","\N","\N","Kirikkale Keskin-Asagisih-Akka: Akkastepe","\N","p","herbivore","\N","te","\N","\N"
22934,"Carnivora","Felidae","indet.","indet.","\N","Machairodontinae",16.4,12.85,49.667,57.333,"Kazakhstan","\N","\N","Aqkemer","\N","a","carnivore","meat","te","\N","\N"
22934,"Proboscidea","Gomphotheriidae","Gomphotherium","angustidens","\N","\N",16.4,12.85,49.667,57.333,"Kazakhstan","\N","\N","Aqkemer","3629130","p","herbivore","br/gr","te","surficial","graviportal"
22934,"Artiodactyla","Giraffidae","Palaeotragus","indet.","\N","\N",16.4,12.85,49.667,57.333,"Kazakhstan","\N","\N","Aqkemer","\N","p","herbivore","browse","te","surficial","\N"
22934,"Perissodactyla","Rhinocerotidae","indet.","indet.","\N","\N",16.4,12.85,49.667,57.333,"Kazakhstan","\N","\N","Aqkemer","\N","p","herbivore","\N","te","surficial","gen_quad"
22934,"Artiodactyla","Cervidae","Stephanocemas","indet.","\N","\N",16.4,12.85,49.667,57.333,"Kazakhstan","\N","\N","Aqkemer","\N","p","herbivore","\N","te","surficial","\N"
22934,"Perissodactyla","Equidae","Anchitherium","indet.","\N","Anchitheriinae",16.4,12.85,49.667,57.333,"Kazakhstan","\N","\N","Aqkemer","\N","p","herbivore","browse","te","surficial","cursorial"
20781,"Artiodactyla","Cervidae","Lagomeryx","indet.","\N","\N",19.5,16.4,44.4,79,"Kazakhstan","Eastern Kazakhstan","Ilian depression","\N","\N","p","herbivore","browse","te","surficial","\N"
20781,"Artiodactyla","Cervidae","Stephanocemas","aralensis","\N","\N",19.5,16.4,44.4,79,"Kazakhstan","Eastern Kazakhstan","Ilian depression","\N","30000","p","herbivore","br/gr","te","surficial","\N"
20781,"Proboscidea","Gomphotheriidae","Gomphotherium","angustidens","\N","\N",19.5,16.4,44.4,79,"Kazakhstan","Eastern Kazakhstan","Ilian depression","\N","3629130","p","herbivore","br/gr","te","surficial","graviportal"
20781,"Artiodactyla","Cervidae","Euprox","margaritae","\N","\N",19.5,16.4,44.4,79,"Kazakhstan","Eastern Kazakhstan","Ilian depression","\N","30000","p","herbivore","\N","te","surficial","\N"
20781,"Artiodactyla","Giraffidae","Praepalaeotragus","actauensis","\N","\N",19.5,16.4,44.4,79,"Kazakhstan","Eastern Kazakhstan","Ilian depression","\N","\N","p","herbivore","\N","te","\N","\N"
20781,"Perissodactyla","Rhinocerotidae","Diaceratherium","aurelianense","\N","\N",19.5,16.4,44.4,79,"Kazakhstan","Eastern Kazakhstan","Ilian depression","\N","\N","p","herbivore","browse","te","surficial","graviportal"
21652,"Carnivora","Mustelidae","indet.","indet.","\N","\N",17.2,14.2,44.4,79,"Kazakhstan","\N","\N","Aktau","\N","a","carnivore","meat","te","surficial","gen_quad"
21652,"Artiodactyla","Cervidae","Stephanocemas","aralensis","\N","\N",17.2,14.2,44.4,79,"Kazakhstan","\N","\N","Aktau","30000","p","herbivore","br/gr","te","surficial","\N"
21652,"Artiodactyla","Bovidae","Gazella","indet.","\N","\N",17.2,14.2,44.4,79,"Kazakhstan","\N","\N","Aktau","\N","p","herbivore","graze","te","surficial","\N"
21652,"Proboscidea","Gomphotheriidae","Gomphotherium","angustidens","\N","\N",17.2,14.2,44.4,79,"Kazakhstan","\N","\N","Aktau","3629130","p","herbivore","br/gr","te","surficial","graviportal"
21652,"Artiodactyla","Bovidae","Gazella","dorcadoides","\N","\N",17.2,14.2,44.4,79,"Kazakhstan","\N","\N","Aktau","23000","p","herbivore","\N","te","surficial","\N"
21652,"Artiodactyla","Cervidae","Procervulus","gracilis","\N","\N",17.2,14.2,44.4,79,"Kazakhstan","\N","\N","Aktau","\N","p","herbivore","\N","te","surficial","\N"
21652,"Artiodactyla","Giraffidae","Praepalaeotragus","actauensis","\N","\N",17.2,14.2,44.4,79,"Kazakhstan","\N","\N","Aktau","\N","p","herbivore","\N","te","\N","\N"
21652,"Carnivora","Amphicyonidae","Aktaucyon","brachifacialis","\N","\N",17.2,14.2,44.4,79,"Kazakhstan","\N","\N","Aktau","\N","a","carnivore","\N","\N","\N","\N"
21652,"Carnivora","Ursidae","Phoberocyon","akhmetievi","\N","\N",17.2,14.2,44.4,79,"Kazakhstan","\N","\N","Aktau","146500","\N","\N","\N","te","\N","\N"
21652,"Artiodactyla","Entelodontidae","indet.","indet.","\N","\N",17.2,14.2,44.4,79,"Kazakhstan","\N","\N","Aktau","\N","o","omnivore","anim_dom","te","surficial","cursorial"
21652,"Artiodactyla","Cervidae","Lagomeryx","vallesensis","\N","\N",17.2,14.2,44.4,79,"Kazakhstan","\N","\N","Aktau","\N","p","herbivore","\N","te","\N","\N"
21652,"Artiodactyla","Cervidae","Procervulus","indet.","\N","\N",17.2,14.2,44.4,79,"Kazakhstan","\N","\N","Aktau","\N","p","herbivore","\N","te","\N","\N"
21652,"Artiodactyla","Cervidae","Stephanocemas","actauensis","\N","\N",17.2,14.2,44.4,79,"Kazakhstan","\N","\N","Aktau","\N","p","herbivore","\N","te","\N","\N"
20780,"Proboscidea","Gomphotheriidae","Anancus","arvernensis","\N","\N",3,2.45,44.4,79,"Kazakhstan","Eastern Kazakhstan","Ilian depression","\N","3827422","p","herbivore","br/gr","te","surficial","graviportal"
20780,"Proboscidea","Gomphotheriidae","Anancus","sinensis","\N","\N",3,2.45,44.4,79,"Kazakhstan","Eastern Kazakhstan","Ilian depression","\N","\N","p","herbivore","\N","te","surficial","graviportal"
21251,"Artiodactyla","Bovidae","Gazellospira","indet.","\N","\N",3.55,1.9,42,77.45,"Kyrgyzstan","l. Issyk Kul","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
21251,"Perissodactyla","Rhinocerotidae","Dicerorhinus","indet.","\N","\N",3.55,1.9,42,77.45,"Kyrgyzstan","l. Issyk Kul","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
22940,"Perissodactyla","Equidae","Anchitherium","aurelianense","\N","\N",16.4,11.2,48.5,82.333,"Kazakhstan","\N","\N","\N","110294","p","herbivore","browse","te","surficial","cursorial"
22940,"Perissodactyla","Equidae","Anchitherium","gobiensis","\N","\N",16.4,11.2,48.5,82.333,"Kazakhstan","\N","\N","\N","162595","p","herbivore","browse","te","surficial","cursorial"
27106,"Perissodactyla","Equidae","Anchitherium","indet.","\N","Anchitheriinae",16.4,14.8,47.5666666666667,83.6833333333333,"Kazakhstan","\N","\N","\N","\N","p","herbivore","browse","te","surficial","cursorial"
20134,"Carnivora","Percrocutidae","Percrocuta","indet.","\N","\N",14.2,12.85,25.5,49.65,"Saudi Arabia","Hasa","Dhahran","\N","\N","a","carnivore","m/bone","te","surficial","cursorial"
20134,"Artiodactyla","Giraffidae","Injanatherium","arabicum","\N","\N",14.2,12.85,25.5,49.65,"Saudi Arabia","Hasa","Dhahran","\N","148391","p","herbivore","browse","te","surficial","\N"
20134,"Artiodactyla","Bovidae","Protragocerus","indet.","\N","\N",14.2,12.85,25.5,49.65,"Saudi Arabia","Hasa","Dhahran","\N","50000","p","herbivore","browse","te","surficial","\N"
20134,"Artiodactyla","Bovidae","Homoiodorcas","indet.","\N","\N",14.2,12.85,25.5,49.65,"Saudi Arabia","Hasa","Dhahran","\N","\N","p","herbivore","br/gr","te","surficial","\N"
20134,"Proboscidea","Gomphotheriidae","Gomphotherium","angustidens","\N","\N",14.2,12.85,25.5,49.65,"Saudi Arabia","Hasa","Dhahran","\N","3629130","p","herbivore","br/gr","te","surficial","graviportal"
20134,"Perissodactyla","Rhinocerotidae","Dicerorhinus","primaevus","\N","\N",14.2,12.85,25.5,49.65,"Saudi Arabia","Hasa","Dhahran","\N","\N","p","herbivore","\N","te","\N","\N"
20134,"Artiodactyla","Suidae","Lopholistriodon","indet.","\N","Listriodontinae",14.2,12.85,25.5,49.65,"Saudi Arabia","Hasa","Dhahran","\N","\N","\N","\N","\N","te","\N","\N"
20134,"Artiodactyla","Bovidae","Caprotragoides","potwaricus","\N","\N",14.2,12.85,25.5,49.65,"Saudi Arabia","Hasa","Dhahran","\N","\N","p","herbivore","\N","te","\N","\N"
20145,"Carnivora","Felidae","Styriofelis","turnauensis","\N","\N",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","10000","a","carnivore","meat_only","te","scansorial","gen_quad"
20145,"Carnivora","Amphicyonidae","Amphicyon","indet.","\N","\N",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","\N","\N","\N","\N","te","\N","\N"
20145,"Carnivora","Mustelidae","Martes","indet.","\N","\N",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","\N","a","carnivore","meat","te","surficial","gen_quad"
20145,"Artiodactyla","Tragulidae","Dorcatherium","libiensis","\N","\N",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","20000","p","herbivore","browse","te","surficial","\N"
20145,"Artiodactyla","Bovidae","indet.","indet.","\N","\N",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","\N","p","herbivore","\N","te","surficial","\N"
20145,"Artiodactyla","Suidae","indet.","indet.","\N","\N",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","\N","\N","\N","\N","te","surficial","gen_quad"
20145,"Perissodactyla","Rhinocerotidae","Aceratherium","indet.","\N","\N",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","\N","p","herbivore","browse","te","surficial","gen_quad"
20145,"Carnivora","Mustelidae","Mionictis","indet.","\N","\N",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","\N","a","piscivore","\N","sa","\N","\N"
20145,"Proboscidea","Gomphotheriidae","Gomphotherium","indet.","\N","\N",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","\N","p","herbivore","browse","te","surficial","graviportal"
20145,"Carnivora","Viverridae","Viverra","indet.","\N","\N",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","\N","\N","\N","\N","te","\N","\N"
20145,"Perissodactyla","Rhinocerotidae","Dicerorhinus","indet.","\N","\N",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","\N","p","herbivore","\N","te","surficial","\N"
20145,"Artiodactyla","Suidae","Listriodon","indet.","\N","Listriodontinae",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","\N","\N","\N","\N","te","surficial","gen_quad"
20145,"Primates","indet.","indet.","indet.","\N","\N",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","\N","\N","\N","\N","te","\N","\N"
20145,"Proboscidea","Deinotheriidae","Deinotherium","indet.","\N","\N",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","\N","p","herbivore","\N","te","\N","\N"
20145,"Proboscidea","Gomphotheriidae","indet.","indet.","\N","Amebelodontinae",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","\N","p","herbivore","\N","te","\N","\N"
20145,"Artiodactyla","Suidae","indet.","indet.","\N","\N",16.4,14.2,26.583,48.583,"Saudi Arabia","\N","Dhahran","Al-Sarat: As Sarar: As-Sarrar: Sirat: Jabal as","\N","\N","\N","\N","te","\N","\N"
20783,"Perissodactyla","Rhinocerotidae","Chilotherium","schlosseri","\N","\N",2.59,4.4166666666667,41.5,76.2,"Kyrgyzstan","\N","\N","\N","753314","p","herbivore","br/gr","te","surficial","gen_quad"
20783,"Artiodactyla","Bovidae","Tragoportax","indet.","\N","\N",2.59,4.4166666666667,41.5,76.2,"Kyrgyzstan","\N","\N","\N","\N","p","herbivore","br/gr","te","surficial","\N"
20783,"Artiodactyla","Bovidae","Gazella","indet.","\N","\N",2.59,4.4166666666667,41.5,76.2,"Kyrgyzstan","\N","\N","\N","\N","p","herbivore","graze","te","surficial","\N"
20783,"Artiodactyla","Giraffidae","Samotherium","indet.","\N","\N",2.59,4.4166666666667,41.5,76.2,"Kyrgyzstan","\N","\N","\N","\N","p","herbivore","br/gr","te","surficial","\N"
